gene,anomaly_score
PCYOX1,3.183607e-05
SPINK5,3.1806565e-05
LEFTY1,3.1801574e-05
LYRM4,3.1798245e-05
KDM6A,3.1749238e-05
HIP1,3.173886e-05
GZMB,3.1732e-05
PSMC3,3.172356e-05
ELOVL1,3.1721836e-05
ARL4C,3.1712763e-05
CRISPLD2,3.1689837e-05
TLCD3A,3.1688684e-05
AQP4,3.168271e-05
SLC22A3,3.1665215e-05
DNM1L,3.165458e-05
CXCL2,3.1651296e-05
H3-4,3.1645188e-05
YIPF6,3.1634467e-05
ZNF444,3.1632393e-05
METTL8,3.1631494e-05
ST7,3.1614865e-05
POLR1E,3.1592037e-05
CCDC91,3.1580916e-05
MRPL44,3.1576135e-05
U2AF2,3.1559386e-05
TREH,3.1546973e-05
PRKCH,3.1481242e-05
SH3BP5,3.1464355e-05
CSTF2T,3.1440344e-05
HDLBP,3.1407464e-05
YWHAZ,3.13991e-05
CCR10,3.137637e-05
ELP3,3.1352134e-05
ZNF395,3.1316857e-05
ARR3,3.130727e-05
RIC8B,3.1301188e-05
LRRC1,3.130031e-05
FUT3,3.129447e-05
AP5Z1,3.129026e-05
FLOT1,3.1284653e-05
FCGR1A,3.1281037e-05
KLK3,3.127459e-05
PCDHGA4,3.1260897e-05
ECE1,3.125865e-05
STX10,3.1241296e-05
F8,3.122031e-05
CENPQ,3.1210562e-05
ARHGAP25,3.1205043e-05
GNG12,3.1195686e-05
EIF4EBP3,3.117579e-05
DUSP10,3.1146352e-05
HYAL1,3.111296e-05
LAMC2,3.11076e-05
FICD,3.110381e-05
APH1B,3.108815e-05
TMEM140,3.108476e-05
KIAA0586,3.107483e-05
NCOR1,3.1073236e-05
CCDC22,3.1070867e-05
PIAS4,3.1063268e-05
RUSC2,3.1006417e-05
MED14,3.0992574e-05
NTRK2,3.098739e-05
GPC5,3.0957843e-05
PRPH2,3.0955078e-05
PLP2,3.0955067e-05
PDLIM5,3.095075e-05
CHKA,3.0916275e-05
VPS11,3.0905037e-05
GNE,3.089373e-05
ROPN1,3.0891137e-05
ARMT1,3.089062e-05
GTF2IRD2,3.0888885e-05
NR0B2,3.0887382e-05
LCMT2,3.0880314e-05
DLG4,3.0843697e-05
FAM204A,3.0836625e-05
FOXN2,3.082114e-05
RBM48,3.0797622e-05
FGGY,3.0780408e-05
AIM2,3.076307e-05
FEN1,3.0720636e-05
PAFAH1B2,3.0717176e-05
ADAM28,3.07086e-05
TGIF2-RAB5IF,3.068993e-05
RAB1A,3.068054e-05
G6PD,3.0668754e-05
CXCL3,3.066252e-05
POP7,3.0654784e-05
AGPAT5,3.0653973e-05
GNRH2,3.064526e-05
TUBB6,3.0623094e-05
KIFBP,3.0601317e-05
MAGI2,3.059337e-05
ACSF2,3.0592866e-05
FAM114A2,3.0574716e-05
RGP1,3.055201e-05
ONECUT2,3.0551353e-05
MTMR11,3.0538875e-05
PRRC2B,3.0537398e-05
ALDH3B2,3.0529125e-05
MPP3,3.0519568e-05
RAD51AP1,3.0491981e-05
RAB40C,3.0480585e-05
HLTF,3.044872e-05
ZNF813,3.0442035e-05
AGAP4,3.0438969e-05
PPIH,3.0403022e-05
CTSS,3.0401161e-05
G6PC2,3.0365583e-05
MSL2,3.0312382e-05
STIP1,3.0299556e-05
COL15A1,3.0296818e-05
MCM9,3.028598e-05
SEL1L3,3.025213e-05
NTRK3,3.0215364e-05
NTAQ1,3.0209789e-05
PLCL2,3.0209543e-05
CBWD1,3.0207853e-05
EMX2,3.0200874e-05
LOXL2,3.0193769e-05
FAM171A1,3.0188665e-05
TF,3.0159346e-05
ITGA2,3.0153617e-05
LIPT1,3.013497e-05
CCL21,3.013452e-05
FAM90A1,3.0122203e-05
SLC35D1,3.0121791e-05
SMC2,3.0104844e-05
CAPN6,3.0089766e-05
PPP1R2B,3.0055155e-05
ADCY9,3.0055045e-05
GNAO1,3.0041589e-05
TMUB2,3.0036514e-05
CDS1,3.0036228e-05
FXYD6,3.0033001e-05
GPR107,2.9994231e-05
LMO3,2.9927443e-05
LMOD1,2.9921159e-05
RGPD2,2.9919567e-05
CUL9,2.991682e-05
NDUFA4,2.9908548e-05
ITGB6,2.9904622e-05
N4BP2L1,2.9896679e-05
OMD,2.989237e-05
GOLGA8N,2.989011e-05
NEO1,2.9850606e-05
WDR3,2.984021e-05
SEMA6C,2.983599e-05
NDOR1,2.9819657e-05
PLCG2,2.981435e-05
PDCL,2.9792434e-05
SNTB1,2.978976e-05
DNAH6,2.9750434e-05
CDK3,2.9737945e-05
WDR73,2.9719216e-05
YME1L1,2.9715779e-05
NRG2,2.9702464e-05
ZC3H11A,2.9699257e-05
GNA11,2.9687835e-05
CDK12,2.9666053e-05
PCDHGB2,2.9663184e-05
WT1,2.9654508e-05
CIAPIN1,2.9634753e-05
ZNF24,2.9620398e-05
CCL3L3,2.9589644e-05
CLDN6,2.9589253e-05
NISCH,2.9584508e-05
GMFG,2.9580418e-05
MDM1,2.955905e-05
RALB,2.9558716e-05
SLAMF8,2.9547995e-05
HDHD5,2.9521118e-05
PAQR3,2.9501269e-05
ZNF329,2.9488685e-05
DCBLD2,2.9472423e-05
ATG4B,2.947192e-05
SNRNP27,2.9466528e-05
CCNF,2.9451005e-05
TTLL5,2.9441973e-05
SLC66A3,2.9438985e-05
NADK,2.9432103e-05
BABAM2,2.9421728e-05
BLCAP,2.9404653e-05
SENP2,2.9401028e-05
CUL7,2.939239e-05
PAX3,2.9385708e-05
ME3,2.9376642e-05
RBM5,2.9338698e-05
XPNPEP3,2.9334831e-05
CYP39A1,2.9325392e-05
RNF38,2.9286508e-05
THSD7A,2.9285377e-05
SIGLEC6,2.9262485e-05
CPA3,2.9250594e-05
LPO,2.9233019e-05
CCDC177,2.9223149e-05
LRP2BP,2.9207135e-05
EAPP,2.920147e-05
PPP4R4,2.9201212e-05
CPLANE1,2.920083e-05
ESRP2,2.9182416e-05
ZNF12,2.917367e-05
HPS4,2.9165856e-05
RACGAP1,2.9164898e-05
ACTR10,2.914122e-05
IL11RA,2.9141085e-05
PTX3,2.9121917e-05
ARRB2,2.9112312e-05
EVI2A,2.9099307e-05
GADD45B,2.9077353e-05
TMEM74B,2.9072587e-05
GCN1,2.9024206e-05
NXPH4,2.9015768e-05
TNFSF14,2.9012923e-05
FKTN,2.9008095e-05
CELF3,2.8989656e-05
SERPINI2,2.8988463e-05
PAICS,2.896094e-05
PRX,2.8956163e-05
ATR,2.8950853e-05
CLEC2B,2.8940844e-05
RNF187,2.8912822e-05
SLC6A12,2.8883223e-05
COMP,2.8880511e-05
VRK2,2.8877252e-05
IFITM2,2.8875651e-05
DYNC1I2,2.8875536e-05
FAM149A,2.8873572e-05
AP2S1,2.8872664e-05
SZT2,2.8867573e-05
PDE12,2.885253e-05
MYH3,2.8850256e-05
ERP29,2.8836448e-05
MAT2B,2.8833816e-05
CD84,2.8824728e-05
MLLT3,2.8818406e-05
ACACB,2.8793618e-05
TP53,2.8780189e-05
IQSEC3,2.8740775e-05
THY1,2.872945e-05
PLEKHA6,2.8726561e-05
C2,2.8720533e-05
FZD5,2.870041e-05
TRIM38,2.8689486e-05
SLCO1C1,2.8657762e-05
PDE5A,2.8650373e-05
PREPL,2.864311e-05
RAD54L2,2.8633727e-05
SPTBN5,2.863318e-05
PTPRA,2.8630307e-05
UPF1,2.8612782e-05
DSCC1,2.8600594e-05
AKAP8,2.8584729e-05
PLXNA3,2.8562867e-05
ZSCAN2,2.8557244e-05
CCT8,2.8548866e-05
GDAP1,2.8545013e-05
ANGEL1,2.853367e-05
MTHFSD,2.8498987e-05
TSKS,2.84956e-05
KCNJ13,2.8490187e-05
RORB,2.845453e-05
PCDH9,2.8444967e-05
RAB23,2.8442266e-05
HTR6,2.8439212e-05
TUBA4A,2.84358e-05
TRAF3,2.8418797e-05
CPED1,2.8403243e-05
GPR137B,2.8383449e-05
PRKCE,2.834349e-05
URGCP,2.8332894e-05
ZBTB1,2.8291957e-05
KLK12,2.8288217e-05
COPS5,2.8263808e-05
NTHL1,2.825974e-05
PTGES2,2.8251101e-05
ARHGEF2,2.8186509e-05
WARS2,2.8164985e-05
BRAP,2.816297e-05
PGM3,2.8135695e-05
MUC16,2.811501e-05
ZNF34,2.8114906e-05
CYB5A,2.8112618e-05
PRKCI,2.8091998e-05
GRM8,2.8072938e-05
SLC44A1,2.8064298e-05
MPC2,2.805877e-05
COX7A2L,2.805505e-05
FBXO7,2.804907e-05
GATB,2.804282e-05
NPIPB12,2.804146e-05
NRN1,2.800718e-05
OLFML2A,2.8002105e-05
STUM,2.798895e-05
ALDH5A1,2.7987579e-05
AEN,2.7958367e-05
CHP2,2.7941753e-05
JPH3,2.7929746e-05
PTPN20,2.7929515e-05
ELL3,2.7886334e-05
TAF1D,2.7878405e-05
KCNN2,2.7874721e-05
ERBIN,2.7873075e-05
TMSB15B,2.7863984e-05
DIP2A,2.7854609e-05
UBXN2B,2.7838152e-05
NHLRC2,2.7817292e-05
TRIM66,2.7809134e-05
SLC13A4,2.7791455e-05
ARL17A,2.7769114e-05
AOAH,2.7745107e-05
GID4,2.7740647e-05
BCAS3,2.7728358e-05
GALNT4,2.7710663e-05
NPM1,2.7704198e-05
SNAP23,2.7699976e-05
KRBOX4,2.767673e-05
GGPS1,2.7671776e-05
MASP2,2.7670096e-05
ARMCX5,2.7641187e-05
MYBL1,2.763939e-05
CNOT9,2.7583832e-05
RASSF8,2.758115e-05
FBXO22,2.7579285e-05
MATR3,2.757813e-05
HNRNPD,2.7561155e-05
URM1,2.7559345e-05
RAPSN,2.7550905e-05
HEXB,2.7536418e-05
ELP1,2.753491e-05
AP1G1,2.7529371e-05
CLDN16,2.7524395e-05
PIAS2,2.7496983e-05
YIPF2,2.7471742e-05
ETFB,2.7445569e-05
DCAKD,2.7439055e-05
TRIM37,2.7422711e-05
AQP9,2.7419534e-05
GADD45GIP1,2.7414768e-05
GBP1,2.7414244e-05
SCNM1,2.7407554e-05
NPY1R,2.7400512e-05
BIN1,2.7390932e-05
BATF3,2.7386759e-05
SPOCK1,2.7383456e-05
CEP135,2.736922e-05
PBLD,2.733688e-05
THAP1,2.731945e-05
IRF6,2.7290898e-05
AADAC,2.7285012e-05
FXR1,2.7252878e-05
BAG4,2.725235e-05
DACH1,2.7177906e-05
AMN,2.7172722e-05
NPHP4,2.7151968e-05
BEND5,2.7149412e-05
COL14A1,2.7134392e-05
NOTCH1,2.7131622e-05
CLDN18,2.7121092e-05
PTAFR,2.7107593e-05
SPI1,2.7094839e-05
ZDHHC11B,2.7064936e-05
BZW2,2.7057775e-05
CNGA1,2.7055252e-05
SEC14L5,2.7055055e-05
TEAD3,2.7053426e-05
LAMA2,2.7052713e-05
UBXN8,2.7048845e-05
PPP2R1B,2.7037735e-05
CHRNA2,2.7019327e-05
CYB5R1,2.7007241e-05
AARSD1,2.7004102e-05
TRA2B,2.698103e-05
CXCL1,2.697155e-05
ASH2L,2.69696e-05
SUSD5,2.6956885e-05
ANGPTL4,2.6952468e-05
GOLPH3L,2.6949236e-05
ERP44,2.6937325e-05
UVRAG,2.6936195e-05
SYNE3,2.6927824e-05
SLIT3,2.6910779e-05
CARD14,2.6909382e-05
SLC43A1,2.690265e-05
ARHGAP11A,2.6899528e-05
FLRT2,2.6899077e-05
TMEM168,2.6886335e-05
CMKLR1,2.6884845e-05
WDR59,2.6865458e-05
FGF17,2.6830923e-05
UBE2G2,2.6792062e-05
SDF2L1,2.6774273e-05
AMPH,2.676702e-05
TMEM260,2.6765545e-05
UQCC1,2.6756097e-05
SLC12A1,2.6755417e-05
RASA3,2.6741109e-05
DNAJC7,2.6740392e-05
LTBP4,2.6737343e-05
TRIM56,2.672165e-05
PTPRR,2.6715905e-05
NOC3L,2.6713813e-05
B4GALT3,2.671189e-05
SUMO3,2.6695416e-05
SLC2A14,2.6687096e-05
VDAC3,2.6667558e-05
ARHGAP5,2.6655356e-05
DCLRE1C,2.664764e-05
MARF1,2.6625798e-05
TALDO1,2.661474e-05
ILF2,2.6604888e-05
SRSF3,2.6588e-05
LMNB2,2.6585516e-05
EIF4H,2.6560861e-05
FBXW4,2.655593e-05
ZNF324,2.6552641e-05
MIS18BP1,2.654911e-05
ATP12A,2.6496611e-05
FOXB1,2.6491723e-05
SPRY2,2.6480906e-05
MGAT5,2.64115e-05
CLUL1,2.6384405e-05
APOL6,2.6374186e-05
AZIN1,2.6358488e-05
HOXA11,2.6358193e-05
EDC4,2.6352642e-05
MYL6,2.634912e-05
PNMA8A,2.6334517e-05
DHRS3,2.6334457e-05
SPAG5,2.6315109e-05
DDC,2.6298618e-05
ANKRD34C,2.6294325e-05
BMP8B,2.6293783e-05
OSBPL3,2.6290598e-05
MYO5C,2.6281532e-05
MRPS18A,2.6274853e-05
PAWR,2.6272097e-05
ARHGAP22,2.625321e-05
ASTE1,2.6231239e-05
KCNC4,2.622756e-05
CIDEB,2.6204238e-05
VAV2,2.6180864e-05
OSGIN2,2.6178923e-05
BRSK2,2.617703e-05
NHP2,2.6130081e-05
ACSL5,2.6107698e-05
TUSC3,2.608936e-05
FLT4,2.6087331e-05
RPL35A,2.6086065e-05
NABP1,2.6067828e-05
PLLP,2.6044903e-05
ZNF134,2.6044456e-05
FOXE1,2.604256e-05
SCML1,2.6018359e-05
NAB2,2.6014271e-05
CDC42EP1,2.6004825e-05
CDH11,2.5997024e-05
RBKS,2.5987747e-05
ADAM11,2.597585e-05
TAP2,2.5974388e-05
TMEM256-PLSCR3,2.5972495e-05
MYH8,2.5953577e-05
SPATA5L1,2.5952952e-05
EIF4G1,2.5949174e-05
UBA6,2.594775e-05
WWP2,2.594245e-05
PARP11,2.5932422e-05
ABCF3,2.591437e-05
RABL6,2.5880225e-05
CPD,2.587849e-05
EPB41L2,2.586871e-05
SERPINB7,2.5855015e-05
AHR,2.5834983e-05
ERAP1,2.5828149e-05
GSPT2,2.58276e-05
SREK1,2.582324e-05
UNC5B,2.5810152e-05
IQGAP2,2.5793419e-05
SOS1,2.577719e-05
PEX1,2.5736972e-05
PRKAG1,2.5736459e-05
PTPRO,2.5714426e-05
CXorf38,2.5696241e-05
DDR2,2.5689445e-05
AP1B1,2.5687696e-05
PXMP2,2.5666368e-05
NINL,2.5648102e-05
SP140L,2.564755e-05
NOTCH2,2.563254e-05
NUTF2,2.563056e-05
COA3,2.5617725e-05
UCP1,2.5611465e-05
BDKRB1,2.560558e-05
OR3A2,2.5599702e-05
UTRN,2.5598452e-05
GOLGB1,2.559615e-05
UPK3A,2.5593585e-05
LRRK1,2.5590018e-05
COPS3,2.557531e-05
TRIT1,2.5563446e-05
LIMD1,2.553618e-05
PTGES,2.5500598e-05
ZNF318,2.550001e-05
TRA2A,2.5489062e-05
TAX1BP1,2.5487734e-05
CAAP1,2.5482344e-05
DAGLA,2.5482166e-05
NR2E3,2.5464662e-05
MYO16,2.5461672e-05
CXCR2,2.5458403e-05
RHBDD3,2.5429003e-05
GINS2,2.5384164e-05
LPCAT3,2.5374298e-05
KRCC1,2.5369596e-05
VSX1,2.536579e-05
PPP1R11,2.5347037e-05
AAMP,2.5324834e-05
GAP43,2.5305242e-05
TGFBR3,2.529428e-05
ARMCX1,2.5259995e-05
SLC35B1,2.5259502e-05
CADPS2,2.5257144e-05
RAI14,2.5232903e-05
HOXA4,2.5227531e-05
DBN1,2.5225663e-05
SPAG8,2.5225627e-05
LAMA3,2.5222598e-05
PIGG,2.5205065e-05
NUDCD3,2.5200174e-05
PLEKHH3,2.5183434e-05
ITGB4,2.5175566e-05
FASN,2.5172021e-05
THNSL2,2.5149133e-05
ZNF131,2.514598e-05
ZNF343,2.5128547e-05
EIF3D,2.5118623e-05
TAF5,2.5112502e-05
SIGIRR,2.5111416e-05
CSNK1E,2.5088573e-05
PSG4,2.50774e-05
TTC23,2.5060144e-05
BPTF,2.505544e-05
TPSD1,2.504819e-05
CGB7,2.5045061e-05
FKBP1B,2.5030358e-05
OSBPL9,2.5017629e-05
DMXL2,2.5016347e-05
BRINP1,2.5014971e-05
ZNF839,2.5014913e-05
KLF15,2.4998615e-05
SLC7A2,2.4994017e-05
CRYBG1,2.49673e-05
DBP,2.4939007e-05
E2F4,2.493185e-05
COQ9,2.4929672e-05
PDZK1IP1,2.4903447e-05
PI4K2A,2.4901306e-05
DSN1,2.489551e-05
ST6GALNAC4,2.4894494e-05
CDH22,2.4881967e-05
FZD9,2.4881425e-05
GLRA2,2.4880768e-05
IPO5,2.4877596e-05
RAPGEF4,2.4859817e-05
MRPS31,2.4846198e-05
CDKL1,2.4818779e-05
NPHS1,2.4794865e-05
VWA8,2.4793659e-05
ZFP64,2.4782634e-05
PRPF38B,2.4762545e-05
ENTPD5,2.4759538e-05
ELOC,2.4750188e-05
SCIN,2.4735382e-05
SNX11,2.4726105e-05
COL10A1,2.4725281e-05
DOCK1,2.4719728e-05
ALDH18A1,2.4710464e-05
FZD8,2.4701478e-05
GGT1,2.4694138e-05
ACBD3,2.4692237e-05
AMHR2,2.4688812e-05
ANP32E,2.4656034e-05
LPIN2,2.4655961e-05
ACOT2,2.4646055e-05
PIGR,2.4644067e-05
IL13,2.4637317e-05
ATG2A,2.4636285e-05
GBA,2.4633155e-05
CLDND1,2.4614963e-05
RPL35,2.4603685e-05
LSM5,2.4593493e-05
OPTN,2.4582469e-05
MTHFD1,2.4579042e-05
HSP90B1,2.4563506e-05
ZNF507,2.4551638e-05
PDZRN4,2.4548463e-05
PNOC,2.4519164e-05
TGM1,2.4515783e-05
TSPAN6,2.448548e-05
MAP7,2.4485087e-05
THAP10,2.4444293e-05
KAZN,2.4431574e-05
NDUFA9,2.4423305e-05
LRRC41,2.4423103e-05
CYP17A1,2.4414021e-05
RPL21,2.4398027e-05
DNAH7,2.4390918e-05
WASF3,2.4377274e-05
NSMCE4A,2.4356306e-05
MAML3,2.4334178e-05
PTPN4,2.4330458e-05
SAR1B,2.4315967e-05
M6PR,2.4298914e-05
CEP290,2.4294875e-05
EPB41L1,2.4274788e-05
PBX1,2.4241404e-05
TEX15,2.4237019e-05
WNT5A,2.4235498e-05
ANKS1B,2.4225115e-05
ADGRE3,2.4224668e-05
YBX1,2.4183511e-05
C5AR1,2.4182464e-05
FCN3,2.4168272e-05
CBFA2T3,2.4156569e-05
MRPS17,2.4155712e-05
KEL,2.415286e-05
UPK3B,2.4132409e-05
SIAH1,2.412053e-05
SERPINE1,2.4106106e-05
ZNF277,2.4096593e-05
EPS8,2.4092875e-05
ZNF91,2.4076086e-05
TMEM254,2.4074958e-05
WDR77,2.4056297e-05
PRPF4,2.4034223e-05
SP2,2.4031448e-05
CRLF3,2.4030918e-05
EIF2B1,2.4022156e-05
DHODH,2.4014347e-05
RABEP2,2.4008941e-05
PHF2,2.400883e-05
TBC1D31,2.400675e-05
CTTN,2.4003772e-05
RNFT1,2.3999042e-05
ZNF532,2.3990815e-05
BCKDK,2.3973107e-05
KLRG1,2.3968345e-05
MPDZ,2.3964823e-05
PTCH2,2.396416e-05
C16orf70,2.3946981e-05
PNMA1,2.392808e-05
C17orf80,2.3927387e-05
RASA1,2.3915096e-05
ALDH3B1,2.3914268e-05
PRKDC,2.3902185e-05
GREM2,2.3892346e-05
KAT8,2.3885352e-05
CCDC154,2.3869961e-05
POPDC2,2.3869954e-05
DAG1,2.386487e-05
PPM1B,2.3841862e-05
TMPRSS11D,2.3831875e-05
VAV1,2.3820938e-05
ATP5IF1,2.3819943e-05
APOL3,2.3808323e-05
DOCK10,2.3804372e-05
KLRC1,2.3791588e-05
SMURF1,2.3784736e-05
SOX9,2.3776898e-05
PRR5,2.3773715e-05
CEP192,2.373619e-05
RABAC1,2.3733608e-05
L1TD1,2.371174e-05
MBTPS2,2.3693865e-05
CPQ,2.3690052e-05
CPT1B,2.3664275e-05
KRT33A,2.3658062e-05
RNF24,2.3653343e-05
RAB29,2.3624545e-05
TNNI3K,2.3617999e-05
LHB,2.3615232e-05
FHOD3,2.361322e-05
TPM4,2.3593124e-05
SLC9A3R1,2.3585359e-05
OXT,2.3576458e-05
COL4A1,2.3565324e-05
SIGLEC1,2.3565022e-05
ZXDB,2.3537446e-05
CHD2,2.3525226e-05
ICAM5,2.352426e-05
ARNTL2,2.352399e-05
PPFIA4,2.3517423e-05
PPP2R5D,2.3476088e-05
PHLPP2,2.347434e-05
TXNDC9,2.347132e-05
KCNK5,2.3464447e-05
CA5A,2.3462224e-05
ZNF780B,2.3455821e-05
ATP2A1,2.345185e-05
CDKL5,2.340908e-05
CARS1,2.3405268e-05
SFRP1,2.3387647e-05
RAP1B,2.3387089e-05
SLC25A40,2.3384533e-05
ARHGEF17,2.3349094e-05
ZNF154,2.334703e-05
PBX3,2.3346198e-05
ZHX2,2.334298e-05
ADAMTS8,2.3308732e-05
CTSG,2.3303855e-05
DHX40,2.3287506e-05
IKZF2,2.325464e-05
ZZZ3,2.3244678e-05
ELK4,2.3239083e-05
DUSP3,2.3232684e-05
STIMATE-MUSTN1,2.3230681e-05
GCK,2.3225071e-05
ZNF335,2.3220326e-05
DMP1,2.3212899e-05
R3HDM1,2.3212448e-05
ADNP,2.3201417e-05
SDC3,2.3184271e-05
DNAI2,2.3170525e-05
PFN1,2.3160963e-05
CD53,2.3156103e-05
DTWD1,2.3136581e-05
SH2B1,2.3136416e-05
HMGA2,2.3135497e-05
HOOK1,2.3072567e-05
CDR2L,2.3071967e-05
HOMER1,2.3065717e-05
CTAGE4,2.3063269e-05
JOSD1,2.305597e-05
SLC12A7,2.3013174e-05
ADRB3,2.3012388e-05
SLC6A13,2.3006498e-05
ZNF550,2.2958939e-05
PRPH,2.2953902e-05
ATP8B3,2.2945178e-05
FANCA,2.293358e-05
LIG3,2.2926744e-05
DPF1,2.2917011e-05
ADH6,2.2897599e-05
STXBP3,2.2896285e-05
ZFHX4,2.2882828e-05
SFXN1,2.2872355e-05
NDC80,2.286888e-05
F12,2.2854447e-05
WRNIP1,2.2826624e-05
FIBP,2.2824348e-05
DLGAP1,2.2823753e-05
SERINC5,2.2820415e-05
ERG,2.2781322e-05
SOX13,2.2768369e-05
OR2C1,2.2752854e-05
PITPNB,2.2736522e-05
SNX15,2.2714372e-05
PCSK2,2.2711023e-05
FOLH1,2.2694707e-05
NMT2,2.2687924e-05
SCN2B,2.2660139e-05
ALOX12,2.2657114e-05
CALCB,2.2636912e-05
ADAM10,2.2636821e-05
RLF,2.2607752e-05
MYH7B,2.260223e-05
GPD2,2.2599577e-05
TMOD1,2.2587843e-05
LY96,2.2536196e-05
SNED1,2.245016e-05
SREK1IP1,2.2411143e-05
ATRIP,2.2407734e-05
PSMD8,2.2396289e-05
CCKAR,2.2359958e-05
NAIP,2.2352626e-05
LAMC1,2.2350741e-05
SCRN3,2.235008e-05
ZKSCAN1,2.2321763e-05
NOMO2,2.2318403e-05
CYSLTR2,2.2304674e-05
ANGPTL7,2.227339e-05
MSLN,2.2260476e-05
LRCH4,2.22534e-05
TLR5,2.2245413e-05
ATMIN,2.2244732e-05
THOC1,2.2231266e-05
VGLL4,2.2221579e-05
CFDP1,2.221197e-05
THAP11,2.220009e-05
ZNF799,2.2195487e-05
TAF11,2.21291e-05
SCN8A,2.2094388e-05
NKX3-1,2.2091841e-05
PTGER1,2.2065866e-05
PRLR,2.2040122e-05
SLC6A20,2.2002789e-05
SNRNP25,2.1951551e-05
MXRA5,2.1835389e-05
CHAF1B,2.1821825e-05
LDLR,2.1812159e-05
DLG2,2.1795298e-05
SPDL1,2.1791326e-05
PLK2,2.176559e-05
TOMM40,2.1710193e-05
HK2,2.169042e-05
METTL17,2.1680245e-05
ARID5B,2.1669272e-05
FIP1L1,2.1639722e-05
AOC1,2.1593087e-05
KITLG,2.158902e-05
EIF2B2,2.1567246e-05
DOK4,2.155922e-05
MROH7,2.1527203e-05
GIPR,2.1521164e-05
CELA2B,2.1507396e-05
SPATA7,2.1506701e-05
RNF122,2.1494185e-05
FLT3LG,2.1481534e-05
EGLN3,2.1477776e-05
TMEM11,2.1476793e-05
AMH,2.1474776e-05
SAV1,2.1471615e-05
MAST2,2.1463036e-05
MC4R,2.1459775e-05
TMEM231,2.1458734e-05
MYO1E,2.1449756e-05
FAP,2.1448912e-05
SERPINF2,2.144608e-05
PTS,2.1429363e-05
MYO7A,2.1422795e-05
RWDD3,2.1412563e-05
UHRF1BP1L,2.139769e-05
NSG2,2.1380056e-05
TECPR2,2.1371803e-05
ARL15,2.134491e-05
ZBTB7C,2.1340542e-05
UBE3C,2.133819e-05
DGUOK,2.1321288e-05
STAM2,2.1315442e-05
ACAD10,2.1301232e-05
ST14,2.1276373e-05
TRAP1,2.1272397e-05
HCFC1,2.1262795e-05
LUZP1,2.1254147e-05
LGR5,2.1251237e-05
STAT4,2.1250005e-05
HCFC1R1,2.1246364e-05
LRRC8B,2.1224341e-05
HAUS4,2.12235e-05
RCN1,2.1222972e-05
ROPN1B,2.1218762e-05
DAZL,2.121183e-05
TBC1D9B,2.1209202e-05
TMED2,2.1203668e-05
AVEN,2.1171798e-05
EFNB2,2.1170099e-05
PRPF19,2.1147624e-05
AHCYL2,2.1133375e-05
PARP3,2.1121608e-05
BUB1,2.1088163e-05
FCHO1,2.1054888e-05
DHX16,2.1049676e-05
LRP5,2.1034437e-05
PTPRH,2.1026566e-05
IL1R2,2.0997566e-05
IL16,2.0988438e-05
MARK1,2.0976699e-05
ABCA4,2.0956802e-05
MSR1,2.0945201e-05
ERAP2,2.092171e-05
FIS1,2.0877791e-05
GSTA3,2.083576e-05
RAB31,2.0826723e-05
IGHMBP2,2.0823025e-05
TSC2,2.0811915e-05
CLEC7A,2.0799742e-05
CNOT2,2.079191e-05
ANGPTL3,2.0785545e-05
ZNF184,2.0783258e-05
PC,2.0781217e-05
KRT14,2.074539e-05
KRTAP5-8,2.072292e-05
SCAMP2,2.0713696e-05
COL8A2,2.0702315e-05
HOXC8,2.0675407e-05
LRCH1,2.065501e-05
RPS10,2.059868e-05
XRCC4,2.0571371e-05
SLC9A8,2.0567802e-05
GM2A,2.0528654e-05
SIRPB1,2.052121e-05
GTF2H4,2.050558e-05
DCAF17,2.0504149e-05
FGD2,2.0497062e-05
UBE2D1,2.0492664e-05
WASHC2A,2.0489006e-05
SRR,2.0488442e-05
ASCC2,2.0486874e-05
SLC1A2,2.0476751e-05
SERPINB6,2.045886e-05
ATP10D,2.0439806e-05
IL33,2.0436777e-05
RPL15,2.0435822e-05
GIN1,2.0417261e-05
GYS1,2.0388024e-05
STX16-NPEPL1,2.0377043e-05
MEPE,2.030804e-05
SMPD3,2.0299549e-05
CSRNP2,2.0299507e-05
BTAF1,2.0264399e-05
PRDM10,2.0239482e-05
LIAS,2.022935e-05
OSTF1,2.020047e-05
ARHGAP19,2.0186804e-05
SKIV2L,2.018304e-05
PDGFRA,2.0164474e-05
ARNT,2.01538e-05
ODR4,2.0132145e-05
HJURP,2.0108768e-05
ZNF574,2.0103718e-05
FERMT2,2.0090463e-05
FPGT,2.007107e-05
FOLR3,2.0055662e-05
MUC2,2.0043157e-05
PACC1,2.0011094e-05
SUGCT,1.998844e-05
DPPA4,1.9959534e-05
FBXL2,1.9959452e-05
HNF1B,1.9950076e-05
ZNF155,1.9949233e-05
SEPTIN2,1.9946729e-05
CAND1,1.994362e-05
TBX2,1.9919258e-05
ACSBG1,1.990128e-05
HIF1AN,1.9879533e-05
HP1BP3,1.985389e-05
EPOR,1.9850837e-05
TESMIN,1.9843694e-05
HEATR6,1.9814714e-05
RGCC,1.9808824e-05
ZNF667,1.9807927e-05
ATF6,1.9795263e-05
ESRRA,1.9737638e-05
DGKA,1.9732568e-05
GSPT1,1.9719977e-05
SOAT1,1.9718143e-05
PLPPR2,1.970736e-05
ADORA1,1.9666686e-05
SNURF,1.966209e-05
GYG1,1.9649668e-05
