gene,anomaly_score
SMPDL3B,0.00020234965
IFIT2,0.00020214828
PCDHGC5,0.0002020785
NAT2,0.00020202974
AIDA,0.00020200733
TMEM156,0.00020192676
TDO2,0.0002019258
SRSF2,0.0002019206
STRAP,0.00020189937
PIKFYVE,0.00020189353
PAFAH2,0.00020188086
SLCO4A1,0.00020183121
PRR4,0.00020183025
TIMP3,0.0002018186
ZNF195,0.00020181613
CACYBP,0.00020175861
S100A13,0.0002017412
APOC2,0.00020171561
SYVN1,0.0002016798
CREBZF,0.00020165397
MLH3,0.0002016145
FOXO1,0.00020143004
METTL1,0.0002013645
HOXA1,0.00020134998
ANXA1,0.00020124215
NUP43,0.0002012306
ADAMTSL3,0.00020122275
DIAPH2,0.0002012044
JAM2,0.0002011974
ABR,0.00020117837
MCL1,0.00020109428
PDE4C,0.00020101915
ARMC1,0.00020098346
AGT,0.00020094139
ALS2CL,0.00020092378
AK4,0.0002009167
CXCL12,0.00020091324
NUP188,0.00020086467
BTBD1,0.00020073327
WDR12,0.00020072977
RPS3A,0.00020072653
RAPGEF1,0.00020070752
TJAP1,0.00020069549
LRRC36,0.00020068252
ACTL6B,0.00020062778
NUCKS1,0.00020059361
PRPF3,0.00020059047
SMAD1,0.0002005802
RGS1,0.0002004715
CDK9,0.00020042711
PDZK1,0.00020023258
RASL10A,0.00020023141
KLHL21,0.00020015103
PACSIN2,0.00020006922
HRAS,0.00020001663
EPB41L5,0.0002000038
CHD5,0.00019986436
TCP11L1,0.00019985493
SEMA3E,0.00019981507
ZMIZ1,0.00019979852
ZNF654,0.00019976759
LAMC3,0.00019973548
LRRC15,0.00019966006
SLC25A44,0.00019962311
SOX15,0.00019951143
NMB,0.00019950727
IRS1,0.00019947313
RASGRP1,0.00019946994
MCMBP,0.00019946088
MUL1,0.00019943937
PIWIL1,0.00019942572
RRAGB,0.00019939392
TBC1D19,0.00019939116
RASGRP2,0.0001993658
OTUB1,0.00019928701
FCER1G,0.00019927924
NXF3,0.0001992759
ZFP91-CNTF,0.00019927396
AK1,0.00019925933
HLX,0.00019918712
ARSD,0.00019912528
MYMX,0.00019908953
ATM,0.00019903643
ARAF,0.00019892163
GALNT10,0.00019886521
DLL3,0.00019877595
KDM3B,0.00019876895
COMMD9,0.00019870295
ALG5,0.00019860355
TMEM106B,0.00019858936
FAM110D,0.00019856033
ZNF747,0.00019851582
ANKRD1,0.00019844821
TMEM165,0.00019840481
STN1,0.00019838623
DNAJC8,0.00019822383
TBC1D12,0.00019820308
CCL14,0.0001981734
RPS4X,0.00019812296
ZNF365,0.00019804902
ARPP21,0.00019800356
CHI3L2,0.0001979956
SCN7A,0.00019794173
ADH5,0.0001979401
ETNK1,0.00019775286
ZNF304,0.0001977455
SRSF1,0.00019773604
SNTB2,0.00019773415
ATP6V1D,0.00019770968
SPATA1,0.00019768413
SCARF1,0.00019765962
AQP5,0.00019751454
BUB3,0.00019750308
NBEAL2,0.00019748331
PSMD7,0.00019743922
GPR25,0.00019741862
MCM4,0.00019737124
FASTKD1,0.00019735852
EPHB4,0.00019733157
FKBP9,0.00019728772
LAPTM4A,0.00019727241
LTBP3,0.00019721828
CBLC,0.00019715432
IRGQ,0.00019715246
AKT3,0.00019710774
GGT5,0.00019709997
IRF1,0.00019707801
KRT12,0.00019702343
ORM1,0.00019697945
ZMAT4,0.00019681112
SRSF6,0.00019679597
SLC6A7,0.00019673591
NKX2-5,0.0001967006
AKR1C1,0.00019667712
WDR82,0.00019667255
DUT,0.00019667039
UFM1,0.00019664768
CALCOCO1,0.00019664767
ADGB,0.00019653431
GARS1,0.00019651893
RNF146,0.00019648517
RPP14,0.00019627197
CCNH,0.00019626546
WNT2B,0.00019622954
HPGD,0.00019599557
ZER1,0.00019598064
CDC14B,0.0001959125
NBPF15,0.00019587537
ADCY2,0.00019576606
C16orf95,0.00019561173
MSN,0.00019561137
NDUFAF4,0.00019559663
TFPI,0.00019554807
RPUSD2,0.00019551917
ZNF783,0.00019544631
DHX8,0.00019539414
CHRM5,0.0001952567
PSMD3,0.00019520673
KIAA1109,0.00019504837
RSRC1,0.00019499288
RINT1,0.00019495904
TTLL7,0.00019493332
C17orf75,0.00019487347
MIA2,0.00019486262
FRZB,0.00019474083
TAX1BP3,0.0001946957
TMEM80,0.00019463997
KCNJ15,0.00019461908
IPO9,0.00019456954
TMEM30A,0.00019451352
MEOX2,0.00019449895
KCNQ4,0.0001943801
WDR19,0.00019430499
TSBP1,0.000194228
PARM1,0.00019417866
GPR87,0.00019417817
HCRTR2,0.00019414636
POLR2B,0.00019409682
PIEZO1,0.00019407735
RPS6KA4,0.00019404406
STAG1,0.00019398908
DENND3,0.00019394004
HDC,0.00019393628
DCTN6,0.00019391128
ZNF117,0.00019390896
ZNF587,0.00019389497
NR1D1,0.00019374002
GTPBP1,0.00019369129
RAB33B,0.00019363426
TACR1,0.00019355632
SLC25A1,0.00019355395
MYT1L,0.00019354591
STAB2,0.00019343432
WBP2,0.00019342039
INF2,0.0001932892
MRGBP,0.0001932427
ATP13A2,0.00019319303
SPIN2B,0.00019316163
BMP2K,0.00019314788
EPS15,0.00019305469
CNOT3,0.0001929292
DCK,0.00019281429
CELSR3,0.00019279456
GNPDA1,0.00019275513
ADNP2,0.00019271755
HTATIP2,0.000192684
AKAP11,0.00019267513
OXR1,0.00019265793
PBOV1,0.0001926485
CERS1,0.00019259236
ASRGL1,0.0001925535
ANKRD6,0.0001925386
CSNK2A1,0.00019252847
SP140,0.00019245423
LITAF,0.00019244799
CAPRIN1,0.0001924318
LGI2,0.00019238089
RBBP7,0.00019233362
EXOC6B,0.00019223182
NTAN1,0.00019221705
COX16,0.00019206796
CLINT1,0.00019205593
GTSE1,0.00019200935
ASIP,0.0001919896
GJB5,0.00019196722
P2RY13,0.00019196272
ZBTB33,0.00019191891
PGM5,0.00019189453
MSANTD2,0.00019185459
ANKLE2,0.00019182029
TTLL4,0.00019177422
MRPL33,0.00019171777
CD72,0.00019170709
KIN,0.00019165433
DUSP1,0.00019160048
TFB2M,0.00019156814
LRRC20,0.00019153724
GALNT11,0.0001914563
ZMYM5,0.00019145288
MATN4,0.00019137988
MANEA,0.0001913161
ESR1,0.00019131012
KIF18B,0.00019130373
RNF13,0.00019128695
CYP4F2,0.00019123752
RPS15A,0.00019123127
TCHH,0.00019115405
DNAJC10,0.0001910856
TMEM50B,0.00019106867
SHOX2,0.00019101378
PLD2,0.00019098278
IER2,0.00019090713
COPS7A,0.00019087127
PCBP3,0.00019076423
CD1B,0.00019076043
RAMP2,0.00019074252
ECPAS,0.00019073575
TFAP2B,0.00019062687
TASOR2,0.00019061791
PGAM1,0.00019059402
DPH5,0.00019058371
PARD6A,0.00019052897
APEX1,0.00019046693
TLR1,0.0001904358
TOMM34,0.00019037894
HTR3A,0.00019034605
TGM5,0.0001903168
SSUH2,0.00019024976
KLF10,0.00019019839
CAPN10,0.00019013332
ASAP1,0.0001901194
CSNK1A1,0.00019004392
NELL1,0.0001899886
AIF1,0.00018998665
PPP2R3C,0.00018997566
NRCAM,0.00018992115
INCENP,0.00018990002
HAND2,0.000189868
DHRS11,0.0001898673
MYH7,0.00018983771
RPL39,0.0001898086
SIDT1,0.0001897923
IFT88,0.00018978701
RNF170,0.00018978672
RHOBTB2,0.00018975716
PUM1,0.0001897534
TAF5L,0.00018971314
TAF12,0.00018963216
CAPN2,0.00018962873
SLC4A3,0.00018958659
GATA2,0.00018955006
RNASEH1,0.00018954762
ACTA2,0.00018950063
TMEM131L,0.00018948292
RPLP1,0.0001894288
TXN2,0.00018941418
DDX24,0.00018938821
USP48,0.00018926358
BEX4,0.00018922437
RPL24,0.0001892016
HBE1,0.00018917967
FKBP3,0.00018914814
ZFPM2,0.00018906203
TMA7,0.0001890514
CD96,0.00018897509
PCK1,0.00018890222
LTA4H,0.00018883254
RPAP1,0.00018873821
CD34,0.00018873057
SYNPO,0.00018872358
SLC2A5,0.00018870257
FAM47E-STBD1,0.00018867286
HSD17B12,0.00018866936
DGKH,0.00018866162
SHOC2,0.00018864064
PDSS2,0.00018853611
TIAM1,0.00018851107
PRPS2,0.00018846248
SCNN1B,0.00018842128
MCM3AP,0.00018840232
ADAMTSL2,0.00018839927
TXN,0.00018838761
ENTPD1,0.00018836478
C1R,0.00018832415
ALAS1,0.0001882297
C1QA,0.00018819433
CCL8,0.00018816655
PLCB3,0.00018815862
DHX34,0.00018814985
ADARB2,0.00018814814
TLE2,0.00018793638
TSPAN4,0.00018792972
TNFRSF9,0.00018791395
MINDY1,0.0001879004
IARS1,0.00018784964
DHX9,0.00018774965
FCGR2A,0.00018768766
LGALS1,0.0001876829
ECHS1,0.00018767429
CNP,0.0001876658
PDE9A,0.00018764027
SNRPE,0.00018748101
NTNG1,0.00018744517
TEX2,0.00018743423
WDR62,0.00018741876
PIGQ,0.00018741263
TRIM21,0.000187408
POP4,0.00018738881
CASKIN2,0.00018738532
SLC16A4,0.00018737612
FKBP14,0.0001873736
SERPINH1,0.00018735419
COA1,0.00018734549
MAN2B1,0.00018730538
MAGEC3,0.00018728056
SLC8A2,0.00018721401
TOX4,0.0001871155
ABCA1,0.00018709163
ABCA7,0.00018708066
MEGF9,0.00018701896
TBC1D22A,0.00018698834
RMND1,0.00018696017
SUOX,0.00018691256
KDM8,0.00018681612
ZCCHC2,0.00018681462
ADI1,0.00018674727
CENPF,0.00018669819
ADTRP,0.0001866754
RIDA,0.00018662645
PODXL,0.00018655385
NBEAL1,0.00018644136
TTC13,0.00018639579
SLC5A1,0.00018639409
XPNPEP1,0.0001863878
TIMM8A,0.0001863654
TRMT61B,0.00018635286
KLHL11,0.00018634388
SNTG2,0.00018627528
KCNN1,0.00018621374
BHLHE40,0.00018612365
CASP10,0.00018611037
FAM131B,0.00018607228
MSRB1,0.00018603458
CCN6,0.00018601373
ZNF276,0.0001859947
NDUFB3,0.00018598541
ARMC9,0.00018590914
PSMD9,0.00018586038
AHDC1,0.00018584938
FDFT1,0.00018553983
IGBP1,0.00018551793
KIF1C,0.00018551724
SLC27A6,0.00018548024
GSTA1,0.00018546658
PBXIP1,0.00018538519
CHRNA7,0.00018535291
IL13RA2,0.00018532728
MTRR,0.00018527392
HDAC5,0.0001852701
ECE2,0.00018514492
CBX1,0.00018512308
TMEM209,0.00018507526
ZNF226,0.00018502679
PTN,0.00018501477
NXPE3,0.00018499218
RAB11FIP5,0.00018495423
STK25,0.00018494329
NDUFB4,0.00018493233
PDZD3,0.00018491951
PPP3CB,0.00018491616
CLSTN3,0.00018472534
WWC3,0.00018468464
AKAP1,0.00018466452
DERL1,0.00018466148
PEX11A,0.0001846315
B4GAT1,0.00018462849
MRPL3,0.0001845637
TM6SF1,0.0001845594
NDUFS2,0.00018448765
PPP6R2,0.0001844826
ENPP2,0.00018447136
CCL24,0.00018445599
FOXD4,0.00018442195
RHBDF1,0.0001844052
HSPA5,0.00018436018
SCAF4,0.00018428492
SSR3,0.00018421774
ZNF185,0.00018420174
CSN1S1,0.00018417361
PXN,0.0001841671
RETN,0.00018392835
MINDY2,0.00018392527
GPR176,0.00018392113
AHCTF1,0.00018379567
MCTS1,0.00018374795
LAIR2,0.0001836788
POLR2F,0.00018363984
SLC18A2,0.00018362585
RAB5IF,0.00018357146
DELE1,0.00018356502
PDGFRL,0.00018352472
CORO7,0.00018352192
MAGEA11,0.00018351657
PURA,0.0001834874
PRPF18,0.00018348459
COL8A1,0.00018345997
CDKN2C,0.00018342101
DYNLRB1,0.00018341007
RGS11,0.00018337846
ZBTB17,0.00018336749
P2RX4,0.00018333836
GTF2B,0.00018330033
THRB,0.00018328372
TCP10L,0.00018323016
FST,0.00018320819
EIF2B3,0.00018319525
NPIPA5,0.0001831233
SLC25A28,0.00018309668
CCT3,0.00018303358
LY6D,0.00018303172
FSCN1,0.00018302763
JMJD1C,0.00018300457
UBA3,0.00018299826
PRND,0.00018285618
CHMP1B,0.00018284071
SLC28A2,0.00018277047
SDF4,0.00018276896
TBC1D30,0.00018276245
TCP1,0.00018274457
VENTX,0.00018271588
MYO5A,0.00018269582
CES3,0.00018260219
CHRNA4,0.00018252648
C11orf95,0.0001824831
CTR9,0.00018244049
FLNB,0.00018243106
MAP1A,0.00018240407
FNTA,0.000182353
CLSTN1,0.00018230939
KLHL7,0.00018228836
C21orf62,0.00018223953
TBC1D2,0.00018223515
FBXL6,0.00018209677
POLR2M,0.0001820878
CCNJL,0.00018206204
CAMSAP2,0.00018202288
GAL3ST1,0.00018200067
RRM1,0.00018193375
CRX,0.00018192748
ROCK2,0.00018190878
ARID4B,0.0001818378
DNAJC16,0.00018179276
RET,0.00018178039
SMC3,0.00018170767
CDC34,0.00018168509
ZNF26,0.00018145723
PAX7,0.00018145706
TNS2,0.00018142805
FADS2,0.00018142464
LY6G5C,0.00018130323
PLA2G5,0.00018129336
SORT1,0.00018126515
SNX7,0.00018122779
ATP1A2,0.00018116157
COG8,0.00018115432
ARPP19,0.00018114701
MAPK7,0.0001810715
GTF3C5,0.00018099711
GAPVD1,0.00018099137
TAL1,0.0001809737
TRIB1,0.00018096484
EIF2AK3,0.00018094115
DENND1B,0.00018089674
PNPO,0.00018089218
ANXA13,0.00018079362
BAK1,0.00018077595
LACTB2,0.00018077144
TMPRSS2,0.00018074346
RO60,0.00018074038
IVL,0.00018067886
ARL2BP,0.00018065922
GHRHR,0.00018065865
RHOBTB1,0.0001806018
GLMN,0.00018057237
CCR3,0.00018057064
ZNF254,0.00018056986
IL15RA,0.00018053106
LTF,0.00018051917
CDH4,0.00018034098
GNAZ,0.00018029686
NRDC,0.0001802963
GGA1,0.00018023468
OCRL,0.00018020038
PSMD4,0.00018016722
SH3GLB1,0.00018016447
PRR13,0.00018015772
KIAA0753,0.00018013017
SPPL2B,0.00018008458
ODF2,0.00018007633
FNBP1,0.00018006988
JAG1,0.00018005508
NACA2,0.00018004447
FLNA,0.00018002315
ANKRD40CL,0.00017985953
PKNOX2,0.0001798227
SPECC1L-ADORA2A,0.00017976388
CPVL,0.00017975218
GTF2IRD1,0.00017971614
SEC24A,0.00017971553
ACE,0.00017969737
HELZ,0.00017962408
NACAD,0.00017938054
TSC1,0.00017937008
SENP5,0.0001792955
PGLYRP4,0.00017926208
ATP2B4,0.0001792055
RFC4,0.0001790219
ANXA7,0.00017894145
POLD2,0.00017892168
VDR,0.00017858273
MACROH2A2,0.00017856673
PCBP1,0.00017855788
CTAGE15,0.00017853604
FKBP2,0.00017850721
SULT1A2,0.0001784776
GALNT6,0.00017831378
EZH2,0.00017830695
MSTN,0.00017830169
PDE8A,0.00017828241
LBH,0.00017828029
AGAP1,0.00017826271
OSGIN1,0.00017820363
VIPR2,0.00017808517
PIGC,0.00017807218
AHNAK2,0.00017806196
HDAC6,0.0001779275
PGPEP1,0.00017791998
APOOL,0.0001778868
ST20-MTHFS,0.00017788268
ABCB8,0.00017788069
ADIPOR2,0.00017785578
MEAF6,0.00017777225
MYCN,0.00017777174
CLTA,0.00017770856
CHST5,0.00017770226
WDR7,0.00017767692
AVPI1,0.00017765787
PGGHG,0.00017764038
SRP14,0.00017762737
PPP1R9A,0.00017757896
HPX,0.00017755224
BNIP1,0.00017754489
DNAJC4,0.000177528
ACKR4,0.00017752315
PTBP3,0.0001775041
RNF40,0.00017744029
CCDC85C,0.00017743667
DNAJB9,0.00017742396
KATNA1,0.00017740371
MMRN2,0.00017736192
HMHB1,0.00017733364
SARM1,0.00017728462
PRSS21,0.00017728374
MDH2,0.00017725643
RAB6B,0.0001772472
MANF,0.0001772165
STAG3,0.00017720058
BFSP1,0.00017719784
THOC7,0.00017712738
SEPTIN6,0.0001771098
KCNC3,0.0001770938
FMR1,0.00017706008
ANAPC1,0.00017698955
PLXDC1,0.00017693768
AKAP9,0.00017686695
ANKRD36B,0.00017684046
SCARA3,0.00017683553
RBFOX2,0.00017678796
SENP3,0.00017660318
UBE4B,0.0001765586
TSPAN5,0.00017654467
SCN4A,0.00017648579
REN,0.00017643043
RPL38,0.00017638446
FRAT2,0.00017632249
SCAP,0.00017631653
GNB1L,0.00017629856
DOCK3,0.00017620352
ZNF286A,0.00017619139
ACTL8,0.00017615542
G0S2,0.00017608258
GPRC5D,0.00017599516
EMC1,0.00017598354
FEZ1,0.00017594718
PLCE1,0.00017593364
SMC4,0.00017589604
FOSB,0.00017586387
PRKG2,0.00017583065
DDO,0.00017575925
P3H3,0.00017573196
TRDMT1,0.00017569975
ZNF44,0.00017569908
SCAMP3,0.00017569194
LGR4,0.00017568615
CKS1B,0.00017564527
TMEM104,0.00017564121
RBM6,0.00017562478
SPP1,0.0001755805
KLRB1,0.0001755538
MBD3,0.00017555134
SRP9,0.00017552108
ZNF107,0.0001754836
HRK,0.00017544208
ARMC4,0.00017543709
FOXJ2,0.00017542206
IL17RA,0.00017540978
AP3S2,0.0001753289
NUP54,0.00017529719
KIDINS220,0.00017529292
HSD3B2,0.00017516568
TMEM184B,0.00017514906
MYL6B,0.0001751328
MRAS,0.00017511273
MLXIP,0.00017501233
SOX21,0.00017491731
BCL2L14,0.00017483378
FLAD1,0.00017474015
MFAP1,0.00017470695
TMEM147,0.000174626
GGNBP2,0.00017459848
BTC,0.00017453724
EPN2,0.00017449373
MFSD10,0.00017448676
TRIP4,0.00017447963
ZNF665,0.00017440948
ARHGAP12,0.00017439961
EHD2,0.000174316
HOXA9,0.00017430363
ARFGEF1,0.00017429801
S100A5,0.00017429334
ALDH8A1,0.00017425098
NKX2-2,0.0001741486
A2M,0.00017414807
FES,0.00017410493
MORF4L2,0.00017405933
POC1B-GALNT4,0.00017405752
AGPAT3,0.00017402678
CAPZA2,0.00017399355
MGMT,0.0001739704
TELO2,0.00017394529
LRRC49,0.00017393501
PCDHA1,0.0001739025
NELFA,0.00017386716
TRIM34,0.00017385128
RAB11A,0.00017379531
RAD17,0.00017379028
PDGFD,0.00017376413
CCR6,0.00017371943
HECW1,0.00017370934
PML,0.00017362632
SNRPN,0.00017357724
INHA,0.00017355163
NUP107,0.00017354645
EDRF1,0.00017348543
SUPT6H,0.00017345748
NUP133,0.00017337003
ITPR3,0.00017331321
PRRX1,0.00017329393
HOXB1,0.00017326602
HNRNPUL2,0.00017319829
TRAIP,0.00017315746
MFN1,0.00017315135
JAM3,0.00017306703
MYO15B,0.00017302991
SMG1,0.00017301018
ORM2,0.00017299625
ADGRG6,0.00017296767
NR2F6,0.0001729438
CSTF1,0.000172943
FOXF1,0.00017289755
ECM1,0.00017288847
NBAS,0.00017286382
PSMD10,0.00017252286
MTX2,0.00017251747
NDRG3,0.00017247231
EIF5AL1,0.00017241144
TPD52L2,0.00017240306
SLC16A8,0.00017239351
TYRO3,0.00017237375
ITGA1,0.00017236703
SDHA,0.00017229767
EIF5A,0.00017227583
EMSY,0.00017225953
SH2B3,0.00017225288
HMGCL,0.00017222446
MAGOHB,0.00017222425
SIN3B,0.0001722097
GEMIN4,0.00017212398
GALNT1,0.00017209839
ITPR1,0.00017209473
TGFB1I1,0.00017193344
DUOX2,0.00017189168
CTAGE9,0.00017188088
FER,0.00017174726
RFC2,0.00017171113
PDCD5,0.00017167967
PAX5,0.00017160205
B9D2,0.00017157901
NOTCH3,0.00017153694
ZSWIM8,0.00017145925
GRIK3,0.00017137226
CDC40,0.00017136174
SETD5,0.0001713487
GABRB3,0.00017124665
LDHAL6B,0.00017123164
SERPINB10,0.00017117706
TMEM204,0.00017115104
RAB40B,0.0001711169
IL1RAP,0.00017110906
GOLGA8B,0.00017108835
MID1IP1,0.0001709979
AGBL2,0.00017091683
TTC21B,0.00017091446
GNA13,0.000170906
RNF208,0.00017080324
XAB2,0.00017074827
MSRB2,0.0001707385
LZTR1,0.0001706604
MAD1L1,0.00017064897
HSD11B1,0.00017057202
ADK,0.00017052823
DCTN4,0.00017046118
PPP1CB,0.00017039545
B3GAT1,0.00017030427
C1orf105,0.00017028528
DNAJA4,0.00017027264
C18orf25,0.00017019275
ERC1,0.00017013961
RBM12B,0.00017013066
SRGAP2,0.00017006144
BLNK,0.00017003056
MCPH1,0.00016997968
SLC6A11,0.00016995877
IPO13,0.00016990262
STARD13,0.00016988635
FAM184A,0.00016988152
MUC5B,0.00016981481
ETV1,0.00016981349
VEGFA,0.0001697164
CLPP,0.00016969877
GTPBP8,0.00016969329
HKDC1,0.00016967511
SLF2,0.00016966507
PPWD1,0.00016961033
MTERF3,0.0001696026
MYLIP,0.0001695895
SHPK,0.00016955404
MRPS2,0.00016950152
MLNR,0.00016949941
RBM47,0.00016944174
SLC22A17,0.00016941826
HNRNPF,0.00016940868
ATL2,0.00016940333
PCDHA2,0.00016933322
MUC3A,0.00016931214
BST1,0.00016925354
PFDN1,0.00016914004
CCT6A,0.00016910027
GPR12,0.00016908268
FGF8,0.00016907832
GMFB,0.00016903049
H4C4,0.00016895008
TPD52L1,0.00016891229
MAFB,0.00016890146
PABPC1,0.00016888286
PGLYRP1,0.00016881725
SRSF9,0.0001688042
FGFR4,0.0001688027
MORC2,0.0001688027
TMEM45A,0.00016874986
NBPF10,0.00016860482
GIGYF2,0.00016856125
ASIC3,0.00016853858
LSP1,0.00016850048
LIN7C,0.00016842705
MYDGF,0.00016839555
CSDC2,0.0001683939
PTPN14,0.00016829412
BNIP2,0.00016824756
RIOK2,0.00016820472
H3C7,0.00016819242
TMEM126B,0.00016809674
ARHGDIB,0.00016809598
NMBR,0.00016806522
MFSD6,0.00016800666
ERH,0.00016800563
RAF1,0.00016796852
VARS1,0.00016795042
RPS26,0.00016793523
MTX1,0.00016793399
TENM3,0.00016789656
SNAP91,0.00016783754
KHDRBS3,0.00016782194
OGFOD1,0.0001677512
PLXDC2,0.00016769889
UBD,0.00016769314
GPR161,0.00016766907
TMEM248,0.00016764167
HTR1B,0.00016762382
SMG6,0.00016756036
NDST4,0.00016753217
RHOT1,0.0001675119
ELAVL2,0.00016751038
RGS20,0.00016748975
PLEKHG3,0.00016736305
C11orf24,0.00016733707
TYW1,0.00016727025
DSG1,0.00016714315
CPEB1,0.00016708818
DGKB,0.00016707943
MKNK1,0.00016701953
HPF1,0.0001669733
WDR26,0.00016692549
SH3BP4,0.00016689247
GIMAP6,0.00016685322
LPCAT4,0.00016682528
FZD4,0.00016673935
NR4A2,0.00016670131
ZC3H7B,0.00016668487
WDR44,0.0001665656
RAB11FIP2,0.00016651944
ADD3,0.000166457
HSPBAP1,0.00016643865
ZNF330,0.00016639792
TBC1D4,0.00016637963
ST8SIA1,0.00016637391
RRNAD1,0.00016619111
ZNF571,0.000166166
CYSLTR1,0.0001661528
MREG,0.00016602779
EHMT1,0.00016599453
TUBGCP2,0.00016598795
GPN1,0.00016598483
TCF25,0.00016595231
LRCH3,0.00016594859
RSAD1,0.00016580486
FMO2,0.00016578897
TRNAU1AP,0.00016578766
TEX12,0.00016576605
TGDS,0.0001657231
GSS,0.00016570376
UBE2B,0.00016566011
ARSJ,0.00016563712
YTHDF2,0.00016560839
DUSP7,0.00016554765
OAS1,0.00016549962
DNTTIP2,0.0001654988
RPL36,0.00016525407
COG5,0.00016524391
CCND2,0.0001652225
ZC3H14,0.0001652176
CCDC40,0.00016520433
APRT,0.00016520357
ST3GAL5,0.00016514107
PLEKHO2,0.00016511911
INO80D,0.00016509021
WSB1,0.00016505823
AGGF1,0.00016505021
DPY19L4,0.0001650344
ARFGAP3,0.00016501668
ACTC1,0.00016498548
EP300,0.00016497183
LTA,0.00016493007
LEPROT,0.0001649096
VMP1,0.00016487695
ETFDH,0.00016486745
APLP1,0.00016485936
SOD3,0.0001648466
NSUN7,0.0001648145
HIBCH,0.00016478807
FLRT1,0.00016475674
HCFC2,0.00016469689
SURF2,0.00016457526
FAM163A,0.0001645288
NDUFB8,0.00016444277
SCT,0.00016439929
TIPARP,0.00016438194
CYB5B,0.00016438062
CCT6B,0.00016435883
ATP6V1H,0.00016430013
SLC26A2,0.00016428324
TEX10,0.00016428181
SFT2D2,0.00016427554
RBFOX1,0.00016426924
TGM4,0.00016418535
KANK2,0.00016417811
PLAC8,0.000164088
SPON1,0.00016408792
LMAN1,0.00016407443
PSME3,0.00016399994
BMPR1B,0.00016390983
MARCHF5,0.00016383303
ELP4,0.00016378821
CUX1,0.00016377076
PRPS1,0.00016376622
TUFT1,0.00016373793
ART4,0.0001636893
NUP42,0.00016367581
BMERB1,0.00016364531
ATP10B,0.00016362476
ALOX5,0.00016358061
PIGK,0.00016355608
GALT,0.00016354021
FUT1,0.00016351731
SMYD5,0.00016348959
PDPK1,0.00016337441
SLC11A2,0.00016332528
PPFIBP2,0.00016332319
AANAT,0.000163311
ATF1,0.00016329205
HS3ST1,0.00016328768
ATP1B2,0.00016325564
IGSF6,0.00016323599
ARF3,0.00016318001
TRIP11,0.00016316636
KCNJ9,0.0001631584
FRMPD4,0.00016313865
SYTL2,0.0001631166
PIAS1,0.0001630788
MSX2,0.0001630653
SLC6A14,0.00016305911
PLGLB2,0.00016293985
S100A1,0.0001629159
CRYM,0.00016291218
ARHGAP24,0.00016287342
PITPNM3,0.00016285488
GGT2,0.00016279968
PIK3R3,0.00016279813
KCNJ1,0.00016269097
GRHL2,0.00016263535
SSTR2,0.00016261343
CLUH,0.00016257724
CHMP1A,0.00016252976
MARK4,0.00016250172
ERO1A,0.000162497
LPAR6,0.00016249284
KIF11,0.00016246171
RNF144A,0.00016242945
YIPF1,0.00016242424
ZNHIT1,0.00016241409
CALHM2,0.00016239766
DNAJC12,0.00016238875
CHD1,0.00016238732
SLC2A9,0.00016238456
SLC31A2,0.0001623401
NCLN,0.0001622792
PLAU,0.00016227779
COX11,0.0001622413
TSR3,0.00016223741
TCF15,0.0001622082
U2SURP,0.00016219959
MMP11,0.00016218844
HHEX,0.00016213351
PPP2R5E,0.00016207466
FXR2,0.00016204086
MMP2,0.00016198296
UBE2Q1,0.00016190278
CDV3,0.00016189615
DPP8,0.00016186578
NOMO1,0.00016184537
LRP4,0.0001618274
MAX,0.00016174163
RNF4,0.00016171724
RPEL1,0.00016170321
ECSIT,0.00016169332
NPTX1,0.00016168073
CDKN1C,0.00016164157
NSF,0.00016158342
PCDHA4,0.00016155027
GPSM3,0.00016153256
KLK5,0.00016152435
TEC,0.00016139157
USP14,0.00016137044
PDK2,0.00016134047
ZNF75D,0.00016133014
SETMAR,0.00016132701
TBX21,0.00016130971
HIVEP3,0.00016130772
CPPED1,0.0001612443
HYOU1,0.00016121719
LAMTOR2,0.00016121304
ACTR3B,0.00016118628
CACNA1H,0.00016116086
ALLC,0.00016109124
FAM155B,0.00016107703
TLR7,0.00016106563
DLX6,0.00016104303
SDHAF3,0.00016100814
SNIP1,0.0001609449
GPR182,0.0001609338
CHST4,0.00016090625
TRIM36,0.00016089073
FZD2,0.0001608464
PDLIM4,0.00016080556
LAMP2,0.00016076918
ZNF835,0.0001607537
BCO1,0.00016073124
ASXL1,0.00016069475
PCDHGA5,0.00016066134
BTBD3,0.00016063827
SLC9A3R2,0.00016063762
NFX1,0.00016062001
IKZF5,0.00016061479
HMG20A,0.00016061339
PEF1,0.00016061329
APLNR,0.00016061065
PEMT,0.00016057855
SPTLC2,0.00016056982
MPHOSPH9,0.0001604959
GTF2H3,0.00016048837
AP4S1,0.00016039991
CD86,0.00016033661
EEF1A2,0.00016032117
CDC42SE1,0.00016032007
TJP1,0.00016028216
TH,0.0001602527
CHCHD7,0.00016024406
MRPL15,0.00016018994
IFI30,0.000160174
ZNF215,0.00016000775
PKD2L1,0.0001599855
UBE2V1,0.00015996066
REST,0.00015995675
IL12RB1,0.00015991821
BTNL2,0.00015981487
FZD6,0.0001597596
TCTN3,0.00015974323
HNRNPCL1,0.00015971316
BOP1,0.00015970488
PRKN,0.00015965046
ZNF682,0.0001596462
C6orf62,0.0001596435
ZNF440,0.00015963402
WDR18,0.00015961844
