gene,anomaly_score,hazard_ratio,fdr,mean_expression,log_hazard,anomaly_norm,hazard_norm,fdr_norm,target_score,risk_type
ZNF287,0.00011220558,1.437514248254,0.102638951348665,42798.2364938048,0.36291540546911616,0.00016494959348344323,0.7071699632112114,0.10168328472749281,0.6056516280772021,High-risk (oncogenic)
SLC24A1,0.00011626088,1.43492941700704,0.101570815539335,50727.7417270482,0.36111566124720035,0.00017091226700594836,0.7059962577857177,0.10061397639286986,0.6055531936598538,High-risk (oncogenic)
ZNF638,0.00022399599,1.43667787120003,0.102938009165417,263641.175649883,0.36233341439627414,0.00032931960748413294,0.706790417011554,0.10198267082914186,0.6051370657898962,High-risk (oncogenic)
ABCC6,0.000104670275,1.4352530760008,0.102139521745204,18458.3942895765,0.3613411932445005,0.00015387012621653304,0.7061433387573526,0.10118330688490623,0.6051139019986629,High-risk (oncogenic)
FGF14,0.00021346558,1.43474013592926,0.102071159910603,9966.86988146593,0.360983742868054,0.00031383631478368567,0.7059102270512162,0.101114870007432,0.6051091933585678,High-risk (oncogenic)
DDX5,0.00021811345,1.43611514269445,0.103264408153858,2124968.82321543,0.3619416503464066,0.00032067026822363986,0.7065349276007568,0.10230942811571893,0.6045461697532615,High-risk (oncogenic)
NFATC3,0.00012962219,1.44193976098686,0.105788676301634,74055.4260356502,0.36598926336247567,0.00019055794780958402,0.7091745834470756,0.10483646722971816,0.604528674165167,High-risk (oncogenic)
PARP4,0.00010496182,1.43560249256301,0.102981962449554,292808.001774604,0.36158461654155627,0.00015429879675930887,0.7063020875623032,0.10202667236214095,0.6044297139969216,High-risk (oncogenic)
CYB5R4,0.000121457226,1.4343628968432,0.102638951348665,46564.3374994814,0.36072077630050675,0.00017855266715093783,0.7057387330781865,0.10168328472749281,0.6042340010178446,High-risk (oncogenic)
MYMX,0.00019908953,1.43460059552035,0.102938009165417,21541.6541943768,0.3608864798225812,0.00029269862023748435,0.7058467968355326,0.10198267082914186,0.6041568246266282,High-risk (oncogenic)
ARHGAP44,0.00010982263,1.43440203861122,0.102938009165417,25557.478896743,0.3607480645370148,0.00016144584459422325,0.7057565291354548,0.10198267082914186,0.6039353041509072,High-risk (oncogenic)
CRYL1,9.7363365e-05,1.43142995396403,0.101570815539335,240143.361386812,0.35867391244407376,0.0001431264774634622,0.7044038682766844,0.10061397639286986,0.6039330183612781,High-risk (oncogenic)
ABCB7,0.00021273877,1.43309752520821,0.102498753434853,184305.897269388,0.35983820320035453,0.00031276765630147924,0.7051631619367825,0.10154293291414994,0.6039329966789341,High-risk (oncogenic)
SCGB1D2,0.007987297,1.42738689389043,0.112038751054482,13505233.4003791,0.35584542570689714,0.01174401873691097,0.7025592671445153,0.11109340288046565,0.6032098830009607,High-risk (oncogenic)
BAALC,0.000909769,1.43825482017877,0.106768722564853,30578.6873361019,0.36343044817492315,0.0013376397241649392,0.7075058489503099,0.10581758931964558,0.6030258993548292,High-risk (oncogenic)
ATG4A,0.00014763806,1.43214216117041,0.102938009165417,132734.614195579,0.35917133817140295,0.00021704741863391147,0.7047282650814287,0.10198267082914186,0.6029626416709208,High-risk (oncogenic)
HADHA,0.0014326811,1.43965736307261,0.108264137997438,1432187.98140401,0.3644051429644588,0.0021064987810208006,0.70814149736565,0.10731464631541279,0.602933349831258,High-risk (oncogenic)
CAPN7,0.00011121956,1.43246329588263,0.103768791105749,187768.200285837,0.35939554685799513,0.00016349980793202643,0.7048744830543447,0.10281436474417734,0.6022236181180994,High-risk (oncogenic)
MBNL2,0.0005219309,1.43445631910967,0.105671420590943,378102.70667054,0.3607859057209899,0.0007673854963917256,0.7057812073104965,0.1047190828038532,0.6018295100030351,High-risk (oncogenic)
CRHR2,0.00012565439,1.43572291014634,0.105823752418061,1754.37022694859,0.3616684924988316,0.00018472392911735505,0.7063567873718226,0.1048715818502692,0.6016699294506708,High-risk (oncogenic)
PLCB1,0.00014983948,1.43495062180225,0.106281125612536,32125.0034297067,0.3611304387256481,0.0002202842565363881,0.7060058949366074,0.10532945711726546,0.6008967220758783,High-risk (oncogenic)
KLHL20,0.000133199,1.43315305947288,0.105788676301634,115109.377432625,0.3598769536606065,0.00019581707790650204,0.7051884330974754,0.10483646722971816,0.6005477829456637,High-risk (oncogenic)
SLC41A3,0.000129142,1.43352398568231,0.106281125612536,170011.132154845,0.36013573845265484,0.00018985190480443723,0.7053571999204292,0.10532945711726546,0.6002175947079682,High-risk (oncogenic)
TIMP2,0.0045419326,1.42466604795965,0.108874384664369,1866057.0849211,0.3539374339468029,0.006678158484090729,0.7013149679528026,0.10792556286874369,0.6000675635681496,High-risk (oncogenic)
ARHGEF15,0.00026684403,1.43631803232696,0.108111697073722,76246.6322580279,0.36208291708473256,0.00039232083392835225,0.7066270548792867,0.1071620380526401,0.5998573376605749,High-risk (oncogenic)
RHOT1,0.0001675119,1.43219398084135,0.106281125612536,172916.960251086,0.3592075208457655,0.00024626873877261986,0.7047518616573705,0.10532945711726546,0.5996686732788776,High-risk (oncogenic)
DES,0.03183429,1.39357431517314,0.135030172691403,250935.320286785,0.3318718963873729,0.04680722830277937,0.686924900278427,0.13411006290295052,0.5996220656782558,High-risk (oncogenic)
HFE,0.00012647032,1.43210691738397,0.106281125612536,75859.9847816836,0.35914672872894515,0.00018592362438212405,0.7047122160030211,0.10532945711726546,0.5995686825101377,High-risk (oncogenic)
GABRB3,0.00017124665,1.43203708895309,0.106344034647545,12793.2737880059,0.3590979683099583,0.0002517600945140388,0.7046804168353298,0.1053924352094431,0.5995397417204007,High-risk (oncogenic)
NXPE3,0.00018499218,1.43211329515028,0.106700278538831,95078.8807330041,0.3591511821339467,0.0002719707097049742,0.7047151202966138,0.10574907016052632,0.5992380208457924,High-risk (oncogenic)
TNRC6B,0.00013503476,1.43162286946567,0.106723371238619,52738.6148275869,0.3588086745416175,0.00019851627094910656,0.7044917535456643,0.105772188209876,0.5989180816067374,High-risk (oncogenic)
DLST,0.00039601477,1.42878480457964,0.105960602040324,484656.986706565,0.3568242959909074,0.0005822458582866979,0.7031976386137535,0.10500858169654119,0.5987713027754991,High-risk (oncogenic)
MAPK14,0.0002100819,1.42852401610656,0.106126335753696,233090.706843277,0.3566417546625664,0.00030886115162815335,0.7030785940601766,0.10517449734087098,0.5982129578709339,High-risk (oncogenic)
NEMF,0.00013249565,1.43141439650591,0.107558754737416,94212.4069809731,0.35866304391179216,0.00019478291362221877,0.7043967803498832,0.10660848873464769,0.5979830745288577,High-risk (oncogenic)
CREB3L2,0.0006343523,1.43251421388669,0.108874384664369,378881.298244107,0.35943109199152007,0.0009326832808079125,0.704897663857239,0.10792556286874369,0.5979047842693032,High-risk (oncogenic)
HDAC4,0.00013946752,1.43207434834131,0.108264137997438,32015.3550360325,0.3591239864234556,0.00020503393935430964,0.7046973845803022,0.10731464631541279,0.5975877722042438,High-risk (oncogenic)
